web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572917845-8546","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/381-Begonia-Blvd-Fairfield-CA-94533/15728593_zpid/","Fairfield, CA 94533","For sale","381 Begonia Blvd,","","","","","","","","","1,337","3","2","$399,002","$399,000","Single Family","1967","Other","Central","Single Family","6,098 sqft","$2,075/mo","2","3","3","{""targetDiv"":""gpt-ad-e7ac4bc9-5c05-4046-b015-981f03a2a88e"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""381 Begonia Blvd"",""bd"":""3"",""fsbid"":""14311"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15728593"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""4531749861639523445"",""sqftrange"":""1000-1499"",""price"":""399000"",""sqft"":""1337"",""posting_url"":""http://michaelhulsey@hotmail.com"",""mlong"":""-122.043507"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94533"",""mlat"":""38.274766"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3zrbn539nae71000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1960-1969"",""zestimate"":""399002"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917825-8538","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/4357-Tolenas-Rd-Fairfield-CA-94533/15650571_zpid/","Fairfield, CA 94533","Foreclosure","4357 Tolenas Rd,","","","","","","","","","1,398","3","2","$591,769","$525,000","Single Family","1969","Other","No Data","Single Family","2.4 acres","$2,590/mo","2","3","3","{""targetDiv"":""gpt-ad-f7980006-8941-4b59-8314-80d3aee28310"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4357 Tolenas Rd"",""bd"":""3"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15650571"",""lot"":""7"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""2882309852226216583"",""sqftrange"":""1000-1499"",""price"":""525000"",""sqft"":""1398"",""posting_url"":""http://greathomes.org/mls/property/21927932"",""mlong"":""-121.999654"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94533"",""mlat"":""38.254494"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISny8clw5b49k81000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1960-1969"",""zestimate"":""636311"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917043-8109","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/1845-Holsteiner-Dr-Fairfield-CA-94534/249650742_zpid/","Fairfield, CA 94534","New construction","1845 Holsteiner Dr,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","2,413","4","3","$716,056","$720,000","Single Family","2019","No Data","No Data","Single Family","0.25 acres","null","7","8","7","{""targetDiv"":""gpt-ad-11c85b79-2fc3-4258-b3d8-cacfad08be46"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1845 Holsteiner Dr"",""bd"":""4"",""fsbid"":""14920"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""249650742"",""lot"":""2,3"",""zestibuck"":""700-799k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""720000"",""sqft"":""2413"",""posting_url"":""http://www.discoveryhomes.com/fairfield-ca/reserveat-serenade?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=34347&nhf_listing_type=community&utm_term=comm_ReserveatSerenade&utm_campaign=Fairfield%2FCA"",""state"":""CA"",""mlong"":""-122.137258"",""cnty"":""Contra_Costa"",""prange"":""700-799k"",""zip"":""94534"",""mlat"":""38.161875"",""plid"":""5443928"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjfj0fvxpg6561000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""716056"",""premieragent"":""no"",""builderChatId"":""14920-781573"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","","","","","",""
"1572917385-8324","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/1024-Flicker-Ln-Fairfield-CA-94533/15733230_zpid/","Fairfield, CA 94533","For sale","1024 Flicker Ln,","","","3","https://www.zillow.com/fairfield-ca/3_p/","","","","","1,496","3","2","$405,502","$409,000","Single Family","1969","Other","Central","Single Family","5,662 sqft","$2,100/mo","2","3","3","{""targetDiv"":""gpt-ad-5f06b8fb-a12a-4d75-9eba-5f56fdc685de"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1024 Flicker Ln"",""bd"":""3"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15733230"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6794216848202496066"",""sqftrange"":""1000-1499"",""price"":""409000"",""sqft"":""1496"",""posting_url"":""http://greathomes.org/mls/property/21904844"",""mlong"":""-122.014894"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94533"",""mlat"":""38.270515"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfw99z45o0p401000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1960-1969"",""zestimate"":""405502"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916926-8039","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/5100-Julia-Berger-Cir-Fairfield-CA-94534/249650501_zpid/","Fairfield, CA 94534","New construction","5100 Julia Berger Cir,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","3,040","4","3","$767,591","$774,900","Single Family","2019","No Data","No Data","Single Family","3,799 sqft","null","8","8","7","{""targetDiv"":""gpt-ad-8a6ffce7-34b7-4836-8b0f-48a9a2f10e77"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5100 Julia Berger Cir"",""bd"":""4"",""fsbid"":""13809"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""249650501"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""774900"",""sqft"":""3040"",""posting_url"":""https://www.tripointehomes.com/northern-california/harvest-green-valley/homesite-40/?utm_source=zillow-feed&utm_medium=referral&utm_campaign=tripointe-zillow-feed"",""state"":""CA"",""mlong"":""-122.147214"",""cnty"":""Contra_Costa"",""prange"":""700-799k"",""zip"":""94534"",""mlat"":""38.215399"",""plid"":""33790"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS372hkp46vkoj1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""767591"",""premieragent"":""no"",""builderChatId"":""13809-785767"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","","","","","",""
"1572917315-8280","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/276-Camellia-St-Fairfield-CA-94533/15728694_zpid/","Fairfield, CA 94533","For sale","276 Camellia St,","","","","","4","https://www.zillow.com/fairfield-ca/4_p/","","","1,750","5","2","null","$429,000","Single Family","1964","Forced air","Central","Single Family","6,534 sqft","$2,250/mo","2","3","3","{""targetDiv"":""gpt-ad-b2ef4898-8ae1-4342-b2b8-1dd4ce311eba"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""276 Camellia St"",""bd"":""5"",""fsbid"":""3031"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15728694"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""zguidh"":""6345976515756915430"",""sqftrange"":""1500-1999"",""price"":""429000"",""sqft"":""1750"",""posting_url"":""http://www.century21.com/property/276-Camellia-St-Fairfield-CA-94533/11899058/detail"",""mlong"":""-122.039841"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94533"",""mlat"":""38.274482"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbluiupvxumq01000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1960-1969"",""zestimate"":""429878"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917216-8220","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/1980-Gentle-Creek-Dr-Fairfield-CA-94534/59733063_zpid/","Fairfield, CA 94534","For sale","1980 Gentle Creek Dr,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","4,085","5","3","null","$710,000","Single Family","2002","Other","Central","Single Family","7,840 sqft","$3,400/mo","7","8","7","{""targetDiv"":""gpt-ad-c9584898-19dd-48c9-b6d6-91cb15f07607"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1980 Gentle Creek Dr"",""bd"":""5"",""fsbid"":""2877"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""59733063"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-1529467446128154102"",""sqftrange"":""4000-4499"",""price"":""710000"",""sqft"":""4085"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CB4TFGFN/"",""mlong"":""-122.129778"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94534"",""mlat"":""38.166893"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz70l9sr7ijb51000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""704740"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917830-8540","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/community/lantana-at-villages/2085436164_zpid/","Fairfield, CA 94533","New construction","Buildable plan: Residence 3, Lantana at The Villages,","","","","","","","","","2,254","3","2.5","$533,705","$544,900","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","3","3","{""targetDiv"":""gpt-ad-718a863e-a91e-405f-98b0-4e0b0d5e9a09"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" VNDCW8"",""aamgnrc1"":""2865 Horizon Cir"",""bd"":""3"",""fsbid"":""13809"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""2085436164"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""544900"",""sqft"":""2254"",""posting_url"":""https://www.tripointehomes.com/northern-california/lantana-at-the-villages/residence-3-37015/?utm_medium=referral&utm_source=zillow-feed&nhf_channel=6&nhf_listing_id=434506&nhf_listing_type=plan&utm_term=plan_Residence3&utm_campaign=tripointe-zillow-feed"",""state"":""CA"",""mlong"":""-122.011208"",""cnty"":""Solano"",""prange"":""500-599k"",""zip"":""94533"",""mlat"":""38.274602"",""plid"":""14967867"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISesuui15f5xyo0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""533705"",""premieragent"":""no"",""builderChatId"":""13809-788279"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572917703-8486","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/4913-Ridgecrest-Ct-Fairfield-CA-94534/15741020_zpid/","Fairfield, CA 94534","For sale","4913 Ridgecrest Ct,","2","https://www.zillow.com/fairfield-ca/2_p/","","","","","","","1,305","3","2","null","$430,000","Single Family","1988","Other","Central","Single Family","5,959 sqft","$2,400/mo","5","7","null","{""targetDiv"":""gpt-ad-0d606b4e-9452-407e-b8f4-e51615bd24c3"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4913 Ridgecrest Ct"",""bd"":""3"",""fsbid"":""3031"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15741020"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""stale"":""yes"",""zguidh"":""-6667767206127811591"",""sqftrange"":""1000-1499"",""price"":""430000"",""sqft"":""1305"",""posting_url"":""http://www.century21.com/property/4913-Ridgecrest-Ct-Fairfield-CA-94534/11916969/detail"",""mlong"":""-122.13895"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94534"",""mlat"":""38.186314"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3bhbxcuaw4vw0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""427876"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917075-8130","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/71-Villa-Cir-Fairfield-CA-94533/15687560_zpid/","Fairfield, CA 94533","For sale","71 Villa Cir,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","968","2","2","$175,000","$175,000","Condo","1971","Other","No Data","Condo","$350/month","$1,600/mo","2","3","3","{""targetDiv"":""gpt-ad-d4d6d996-638b-4fc7-a143-7d4f28d1bcd6"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""71 Villa Cir"",""bd"":""2"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""cnd"",""pid"":""15687560"",""lot"":""1"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""8862089351303148040"",""sqftrange"":""500-999"",""price"":""175000"",""sqft"":""968"",""posting_url"":""http://greathomes.org/mls/property/21916776"",""mlong"":""-122.009252"",""state"":""CA"",""prange"":""150-199k"",""zip"":""94533"",""mlat"":""38.266328"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjbscbmibne5b1000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""yrblt"":""1970-1979"",""zestimate"":""175000"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916931-8042","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/community/ladera-view/2092987054_zpid/","Fairfield, CA 94533","New construction","Buildable plan: Alamo, Ladera View,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","2,102","4","3","None","$560,000","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-34a4fa88-5aaa-4240-a381-90c5d0bbc240"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" XC390N"",""aamgnrc1"":""1982 Clyde Jean Pl"",""bd"":""4"",""fsbid"":""13425"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""2092987054"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""560000"",""sqft"":""2102"",""posting_url"":""http://www.discoveryhomes.com/fairfield-ca/ladera-view?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=31220&nhf_listing_type=community&utm_term=comm_LaderaView&utm_campaign=Fairfield%2FCA"",""state"":""CA"",""mlong"":""-121.983001"",""cnty"":""Alameda"",""prange"":""500-599k"",""zip"":""94533"",""mlat"":""38.296974"",""plid"":""33929"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISqdrflkschvlf1000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""13425-772565"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","","","","","",""
"1572917815-8533","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2015-Thrush-Way-Fairfield-CA-94533/15732871_zpid/","Fairfield, CA 94533","Coming soon: Nov 28.","2015 Thrush Way,","","","","","","","","","1,114","3","2","$358,173","$365,000","Single Family","1966","Forced air, Other","Central","Single Family","6,098 sqft","$2,004/mo","2","3","3","{""targetDiv"":""gpt-ad-97af98f3-41c4-4258-a1ba-22d29cd2faf0"",""slot"":""zillow/property_details/buy_comingsoon/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2015 Thrush Way"",""bd"":""3"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15732871"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_comingsoon"",""zguidh"":""-4686337303654833604"",""sqftrange"":""1000-1499"",""price"":""365000"",""sqft"":""1114"",""posting_url"":""https://www.rexhomes.com/listing/2015-thrush-way"",""mlong"":""-122.020787"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94533"",""mlat"":""38.268235"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrxmphj21jylb1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1960-1969"",""zestimate"":""358173"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916640-7867","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/6055-Lakeview-Cir-Fairfield-CA-94534/15741230_zpid/","Fairfield, CA 94534","Pre-foreclosure","6055 Lakeview Cir,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","null","4","null","$492,043","$492,043","Single Family","1989","Other","Central","Single Family","5,971 sqft","null","5","7","null","{""targetDiv"":""gpt-ad-4835759b-2ff4-409e-b83f-fc993aa6b4a5"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""6055 Lakeview Cir"",""bd"":""4"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15741230"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-2132746032174251677"",""sqftrange"":""2000-2499"",""price"":""529079"",""sqft"":""2123"",""posting_url"":"""",""mlong"":""-122.141427"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94534"",""mlat"":""38.182076"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1980-1989"",""zestimate"":""529079"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","NEXT","https://www.zillow.com/fairfield-ca/8_p/","",""
"1572917797-8525","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/community/brookline/2084856159_zpid/","Fairfield, CA 94533","New construction","Buildable plan: Residence 2, Brookline,","","","","","","","","","2,395","4","3","$502,813","$514,950","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-28827a5f-2eb6-4443-a684-821034adf30c"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" BG36VB"",""aamgnrc1"":""2341 Sheldon Dr"",""bd"":""4"",""fsbid"":""7796"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""2084856159"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""514950"",""sqft"":""2395"",""posting_url"":""https://www.meritagehomes.com/state/ca/bay-area/brookline/2?utm_medium=listings&utm_source=zillow&nhf_channel=6&nhf_listing_id=519970&nhf_listing_type=plan&utm_term=plan_Residence2&utm_campaign=bay-area"",""state"":""CA"",""mlong"":""-121.976991"",""cnty"":""Solano"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94533"",""mlat"":""38.291224"",""plid"":""13341711"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS2jrczxgjzvmn0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""502813"",""premieragent"":""no"",""builderChatId"":""7796-818250"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572916591-7833","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2252-Benet-Ct-Fairfield-CA-94533/15733980_zpid/","Fairfield, CA 94533","Pre-foreclosure / auction","2252 Benet Ct,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","null","3","null","$359,198","$359,198","Single Family","1973","Other","Central","Single Family","6,969 sqft","null","2","3","3","{""targetDiv"":""gpt-ad-403e5335-07e6-444e-8673-13cd606f9675"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2252 Benet Ct"",""bd"":""3"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15733980"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""6092961800283597562"",""sqftrange"":""1000-1499"",""price"":""386235"",""sqft"":""1198"",""posting_url"":"""",""mlong"":""-121.997657"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94533"",""mlat"":""38.271082"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""386235"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","NEXT","https://www.zillow.com/fairfield-ca/8_p/","",""
"1572917689-8480","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2955-Saint-Andrews-Rd-Fairfield-CA-94534/15724541_zpid/","Fairfield, CA 94534","For sale","2955 Saint Andrews Rd,","2","https://www.zillow.com/fairfield-ca/2_p/","","","","","","","3,064","5","3","null","$849,919","Single Family","1997","Forced air","Central","Single Family","0.26 acres","$4,025/mo","7","7","null","{""targetDiv"":""gpt-ad-df2aeda7-3384-408c-844c-c34d0feb8e91"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2955 Saint Andrews Rd"",""bd"":""5"",""fsbid"":""2877"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15724541"",""lot"":""3"",""zestibuck"":""800-899k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""2172331852357723732"",""sqftrange"":""3000-3499"",""price"":""849919"",""sqft"":""3064"",""posting_url"":""https://www.coldwellbankerluxury.com/property/?provider_id=92E60395-EFB2-44F1-8F63-3014498B6111"",""mlong"":""-122.068441"",""state"":""CA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""94534"",""mlat"":""38.292259"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISj79nnizlkv4w0000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""1990-1999"",""zestimate"":""840083"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916702-7904","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/5323-Boulder-Ridge-Ct-Fairfield-CA-94534/103861514_zpid/","Fairfield, CA 94534","Lot/land","5323 Boulder Ridge Ct,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","null","0.62 acres","null","None","$325,000","null","null","null","null","null","null","null","8","8","7","{""targetDiv"":""gpt-ad-ad0a0509-7856-4819-80f6-ee83ad60c13d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94534"",""aamgnrc1"":""5323 Boulder Ridge Ct"",""mlat"":""38.240193"",""bd"":""0"",""fsbid"":""14311"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISijujwfurpuh20000000000.jpg"",""zusr"":""true"",""city"":""Fairfield"",""proptp"":""lot"",""pid"":""103861514"",""lot"":""4"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""7047912015286988927"",""premieragent"":""no"",""price"":""325000"",""posting_url"":"""",""mlong"":""-122.13822"",""state"":""CA"",""prange"":""300-349k""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","","","",""
