web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572917319-8283","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1020-Malbec-Ct-Brentwood-CA-94513/95453359_zpid/","Brentwood, CA 94513","For sale","1020 Malbec Ct,","","","","","4","https://www.zillow.com/brentwood-ca/4_p/","","","1,946","3","2","null","$699,000","Single Family","2014","Forced air","Central","Single Family","5,662 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-e095e4c0-c3e5-40fb-ace6-9162023f5525"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1020 Malbec Ct"",""bd"":""3"",""fsbid"":""3031"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""95453359"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""4271077079080334908"",""sqftrange"":""1500-1999"",""price"":""699000"",""sqft"":""1946"",""posting_url"":""https://www.century21.com/listingdetail/C215XFXD5/"",""mlong"":""-121.73182"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.910049"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfwhrqwdvwayc1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""693290"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916845-7992","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/terrene/301028640_zpid/","Brentwood, CA 94513","New construction","159 Scott Creek Way,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","3,177","5","5","None","$649,990","Single Family","2019","No Data","No Data","Single Family","0.09 acres","null","7","8","9","{""targetDiv"":""gpt-ad-52b88019-92d2-4c2b-8ba6-19e21b254199"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 68JSYP"",""aamgnrc1"":""285 Bear Creek Dr"",""bd"":""5"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083973842"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""649990"",""sqft"":""3177"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.692167"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.945958"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISa9lr12312ami0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""647182"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","","","",""
"1572917344-8298","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/805-Devonshire-Loop-Brentwood-CA-94513/18285914_zpid/","Brentwood, CA 94513","For sale","805 Devonshire Loop,","","","","","4","https://www.zillow.com/brentwood-ca/4_p/","","","2,755","4","3","$789,903","$789,900","Single Family","1991","Forced air","Central","Single Family","10,001 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-415312ba-25ad-4640-8ddd-e6d0ffb47494"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""805 Devonshire Loop"",""bd"":""4"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""18285914"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-8753212270217108371"",""sqftrange"":""2500-2999"",""price"":""789900"",""sqft"":""2755"",""posting_url"":"""",""mlong"":""-121.727799"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.931701"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb9tdguuquka60000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1990-1999"",""zestimate"":""789903"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917485-8387","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1359-Bellerose-Ct-Brentwood-CA-94513/95440573_zpid/","Brentwood, CA 94513","For sale","1359 Bellerose Ct,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","2,525","4","3","$646,514","$649,000","Single Family","2014","Forced air","Central","Single Family","6,969 sqft","null","4","6","7","{""targetDiv"":""gpt-ad-deb3c3b6-f3cf-4048-8cd6-5685d47dcc0c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1359 Bellerose Ct"",""bd"":""4"",""fsbid"":""3020"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""95440573"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-5942644504506759866"",""sqftrange"":""2500-2999"",""price"":""649000"",""sqft"":""2525"",""posting_url"":""http://www.homeresearch.com/Listing/Detail/151406?src=zillow"",""mlong"":""-121.686878"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.945137"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv08v3szprb030000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""646514"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917480-8385","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/115-Wildflower-Loop-Brentwood-CA-94513/2083175335_zpid/","Brentwood, CA 94513","New construction","115 Wildflower Loop,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","2,389","4","3","$574,470","$567,231","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","6","7","{""targetDiv"":""gpt-ad-e100a22a-3106-4cd8-8ef2-63da65d0a99a"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""115 Wildflower Loop"",""bd"":""4"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083175335"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""567231"",""sqft"":""2389"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/bella-verde-210199?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43274&nhf_listing_type=community&utm_term=comm_BellaVerde&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.688142"",""cnty"":""Contra_Costa"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.927005"",""plid"":""14134946"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7eydij9mp3ey0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""574470"",""premieragent"":""no"",""builderChatId"":""11274-819421"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572917168-8189","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/869-Greenstone-Ct-Brentwood-CA-94513/95430154_zpid/","Brentwood, CA 94513","Lot/land","869 Greenstone Ct,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","null","7,291 sqft","null","None","$190,000","null","null","null","null","null","null","null","6","6","7","{""targetDiv"":""gpt-ad-86808f4b-5377-4946-acd2-54b6edd497d3"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94513"",""aamgnrc1"":""869 Greenstone Ct"",""mlat"":""37.933672"",""bd"":""0"",""fsbid"":""15050"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzrrbwbvibipr1000000000.jpg"",""zusr"":""true"",""city"":""Brentwood"",""proptp"":""lot"",""pid"":""95430154"",""lot"":""2"",""listtp"":""buy_agent"",""zguidh"":""-3463127647945789215"",""premieragent"":""no"",""price"":""190000"",""posting_url"":"""",""mlong"":""-121.701661"",""state"":""CA"",""prange"":""150-199k""}}","null","null","null","null","","","","","","","",""
"1572917149-8176","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/113-Wildflower-Loop-Brentwood-CA-94513/2083175337_zpid/","Brentwood, CA 94513","New construction","113 Wildflower Loop,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,045","3","3","$553,225","$548,303","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","6","7","{""targetDiv"":""gpt-ad-ec193864-e68d-468f-a8ad-070beb7bd9b7"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""113 Wildflower Loop"",""bd"":""3"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083175337"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""548303"",""sqft"":""2045"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/bella-verde-210199?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43274&nhf_listing_type=community&utm_term=comm_BellaVerde&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.688144"",""cnty"":""Alameda"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.926773"",""plid"":""14134946"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfwhzwitrh1dj0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""553225"",""premieragent"":""no"",""builderChatId"":""11274-819421"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572917085-8137","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/3660-Walnut-Blvd-TRLR-75-Brentwood-CA-94513/2086279475_zpid/","Brentwood, CA 94513","For sale","3660 Walnut Blvd TRLR 75,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,320","2","2","$95,000","$95,000","Mobile / Manufactured","No Data","Forced air","Central","Mobile / Manufactured","$72","$2,400/mo","7","6","7","{""targetDiv"":""gpt-ad-fc410977-69df-41ce-921d-f1fd2c733787"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Trlr 75"",""aamgnrc1"":""3660 Walnut Blvd"",""bd"":""2"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""mm"",""pid"":""2086279475"",""zestibuck"":""0-100k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""7824745574029469893"",""sqftrange"":""1000-1499"",""price"":""95000"",""sqft"":""1320"",""posting_url"":""http://www.schwellerteam.com"",""mlong"":""-121.694804"",""state"":""CA"",""prange"":""0-100k"",""zip"":""94513"",""mlat"":""37.928026"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS2b1nfa8drof91000000000.jpg"",""zusr"":""true"",""price_band"":""z0"",""zestimate"":""95000"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","","","","","",""
"1572916806-7969","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/4603-Balfour-Rd-TRLR-11-Brentwood-CA-94513/2087568693_zpid/","Brentwood, CA 94513","For sale","4603 Balfour Rd TRLR 11,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,345","2","2","None","$199,000","Mobile / Manufactured","No Data","Forced air","Central","Mobile / Manufactured","$148","$2,400/mo","7","6","7","{""targetDiv"":""gpt-ad-59c5659b-0f3c-4bcb-a232-2f60692033a3"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Trlr 11"",""zip"":""94513"",""aamgnrc1"":""4603 Balfour Rd"",""mlat"":""37.926625"",""bd"":""2"",""fsbid"":""15263"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISibw7yv6nvoj91000000000.jpg"",""zusr"":""true"",""city"":""Brentwood"",""proptp"":""mm"",""pid"":""2087568693"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6697148673051830647"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""199000"",""sqft"":""1345"",""posting_url"":"""",""mlong"":""-121.693766"",""state"":""CA"",""prange"":""150-199k""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","","","",""
"1572917363-8311","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/969-Centennial-Dr-Brentwood-CA-94513/68035130_zpid/","Brentwood, CA 94513","For sale","969 Centennial Dr,","","","","","4","https://www.zillow.com/brentwood-ca/4_p/","","","2,195","2","3","$657,856","$659,900","Single Family","2003","Forced air","Central","Single Family","6,364 sqft","$2,800/mo","7","8","9","{""targetDiv"":""gpt-ad-0c18838b-5613-42a6-8ac7-f240f3b4ec7b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""969 Centennial Dr"",""bd"":""2"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""68035130"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""8138267065763657929"",""sqftrange"":""2000-2499"",""price"":""659900"",""sqft"":""2195"",""posting_url"":""http://www.weicherthh.com"",""mlong"":""-121.720735"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.906279"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbhzvgubbxplq0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""657856"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917268-8253","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/600-Valmore-Pl-Brentwood-CA-94513/50915255_zpid/","Brentwood, CA 94513","For sale","600 Valmore Pl,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,222","2","3","$584,374","$589,900","Single Family","2000","Forced air","Central","Single Family","7,235 sqft","null","null","null","null","{""targetDiv"":""gpt-ad-65698a27-e3e9-4215-9443-9f30dd9d5f61"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""600 Valmore Pl"",""bd"":""2"",""fsbid"":""17077"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""50915255"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-8704062988739386624"",""sqftrange"":""2000-2499"",""price"":""589900"",""sqft"":""2222"",""posting_url"":""https://www.redfin.com/syndicate/x/bridgemls/40879678"",""mlong"":""-121.725298"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.915092"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjzuamftmmie90000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""584374"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917580-8437","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/2764-Saint-Andrews-Dr-Brentwood-CA-94513/68041199_zpid/","Brentwood, CA 94513","For sale","2764 Saint Andrews Dr,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","3,423","5","3","$789,497","$799,000","Single Family","2005","Forced air","Central","Single Family","10,741 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-34a8a788-eef5-44e7-a318-377e4ee6c081"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2764 Saint Andrews Dr"",""bd"":""5"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""68041199"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-3005538091694057397"",""sqftrange"":""3000-3499"",""price"":""799000"",""sqft"":""3423"",""posting_url"":"""",""mlong"":""-121.750103"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.914038"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnmrqjv284gax1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""789497"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916820-7977","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/terrene/2083262528_zpid/","Brentwood, CA 94513","New construction","220 Sespe Creek Ave,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","3,177","5","5","None","$649,990","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","6","7","{""targetDiv"":""gpt-ad-1ece6a86-188c-4725-974f-c8a64d43b017"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 68JSYP"",""aamgnrc1"":""285 Bear Creek Dr"",""bd"":""5"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083973842"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""649990"",""sqft"":""3177"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.692167"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.945958"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISa9lr12312ami0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""647182"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","","","",""
"1572917838-8543","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/palermo/2083709865_zpid/","Brentwood, CA 94513","New construction","Buildable plan: The Alessandra, Palermo,","","","","","","","","","1,910","4","2","$544,946","$544,950","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","6","7","{""targetDiv"":""gpt-ad-df222cd0-c4e4-429d-926c-4e1113a8d7b9"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" V2Z7FN"",""aamgnrc1"":""552 Divisi Ct"",""bd"":""4"",""fsbid"":""7796"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083709865"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""544950"",""sqft"":""1910"",""posting_url"":""https://www.meritagehomes.com/state/ca/bay-area/palermo/the-alessandra?utm_medium=listings&utm_source=zillow&nhf_channel=6&nhf_listing_id=582440&nhf_listing_type=plan&utm_term=plan_TheAlessandra&utm_campaign=bay-area"",""state"":""CA"",""mlong"":""-121.67841"",""cnty"":""Solano"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.919063"",""plid"":""9340115"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISiz25j7bvj81k1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""544946"",""premieragent"":""no"",""builderChatId"":""7796-818262"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572917719-8493","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/2105-Gold-Poppy-St-Brentwood-CA-94513/68037763_zpid/","Brentwood, CA 94513","Auction","2105 Gold Poppy St,","2","https://www.zillow.com/brentwood-ca/2_p/","","","","","","","null","4","null","null","$723,063","Single Family","2005","Forced air","Central","Single Family","0.32 acres","$3,400/mo","6","7","7","{""targetDiv"":""gpt-ad-b688f8ee-48f5-4abd-ab3a-6be0670d98cd"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2105 Gold Poppy St"",""bd"":""4"",""fsbid"":""16886"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""68037763"",""lot"":""3"",""zestibuck"":""800-899k"",""listtp"":""buy_foreclosure"",""stale"":""yes"",""zguidh"":""5805239809300803122"",""sqftrange"":""3000-3499"",""price"":""723063"",""sqft"":""3424"",""posting_url"":""http://www.auction.com/details/2105-gold-poppy-st-brentwood-ca-94513-2865785-e_900x/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-121.717196"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.956433"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2000-2009"",""zestimate"":""804273"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916792-7960","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/2042-Andalucia-Ct-Brentwood-CA-94513/241642590_zpid/","Brentwood, CA 94513","New construction","2042 Andalucia Ct,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,841","2","2","$765,513","$770,921","Single Family","2019","No Data","No Data","Single Family","5,760 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-fe7111a1-4e25-4681-8eb7-291dba43fd23"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2042 Andalucia Ct"",""bd"":""2"",""fsbid"":""13022"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""241642590"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_builder_community"",""stale"":""yes"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""770921"",""sqft"":""1841"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/brentwood/trilogy-at-the-vineyards/vin-santo/"",""state"":""CA"",""mlong"":""-121.738472"",""cnty"":""Contra_Costa"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.903684"",""plid"":""4345"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISqhyz48ssahh71000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""765513"",""premieragent"":""no"",""builderChatId"":""13022-807195"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","","","",""
"1572916999-8084","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1131-Jonagold-Way-Brentwood-CA-94513/67704896_zpid/","Brentwood, CA 94513","For sale","1131 Jonagold Way,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,195","2","3","$708,372","$709,000","Single Family","2003","Forced air","Central","Single Family","6,834 sqft","$3,000/mo","7","8","9","{""targetDiv"":""gpt-ad-6df52449-534c-4f72-b044-7625fd527bdb"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1131 Jonagold Way"",""bd"":""2"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""67704896"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""2315507128245058741"",""sqftrange"":""2000-2499"",""price"":""709000"",""sqft"":""2195"",""posting_url"":"""",""mlong"":""-121.716578"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.908728"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzn0kd4oyw5cq1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""708372"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","","","","","",""
