web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572907578-1248","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/3611-Cameron-Ave-Pleasanton-CA-94588/25085075_zpid/","Pleasanton, CA 94588","For sale","3611 Cameron Ave,","2","https://www.zillow.com/pleasanton-ca/2_p/","","","","","3,385","4","3","$2,181,403","$2,190,000","Single Family","1988","Forced air","Central","3 spaces","0.87 acres","$6,596/mo","9","9","9","Central","Composition","null","null","$15,488"
"1572904697-980","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/3358-Santa-Rita-Rd-Pleasanton-CA-94566/25074550_zpid/","Pleasanton, CA 94566","For sale","3358 Santa Rita Rd,","","","3","https://www.zillow.com/pleasanton-ca/3_p/","","","1,146","2","2","$675,001","$675,000","Townhouse","1983","Forced air","Central","Detached Garage","866 sqft","$2,800/mo","null","null","null","null","Composition","null","null","$5,199"
"1572908981-1663","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/7851-Creekside-Dr-Pleasanton-CA-94588/25071292_zpid/","Pleasanton, CA 94588","For sale","7851 Creekside Dr,","","","","","","","1,614","3","3","null","$768,800","Townhouse","1992","No Data","No Data","Attached Garage","1,916 sqft","$3,200/mo","9","9","9","null","No","null","null","$5,167"
"1572904077-763","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/6123-Sanctuary-Ln-Pleasanton-CA-94566/2084646556_zpid/","Pleasanton, CA 94566","Lot/land","6123 Sanctuary Ln,","","","","","4","https://www.zillow.com/pleasanton-ca/4_p/","null","0.87 acres","null","None","$1,225,000","null","null","null","null","null","null","$2,145/mo","10","8","9","null","LOTS AND LAND","PLEASANTON","null","null"
"1572904549-934","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/51-Huested-St-Pleasanton-CA-94566/2086129007_zpid/","Pleasanton, CA 94566","New construction","51 Huested St,","","","3","https://www.zillow.com/pleasanton-ca/3_p/","","","2,066","4","4","$1,051,905","$1,069,950","Single Family","2019","No Data","No Data","Single Family","1,742 sqft","null","7","9","9","Attached Garage","Composition","null","null","null"
"1572908808-1616","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/533-Saint-John-St-Pleasanton-CA-94566/24931363_zpid/","Pleasanton, CA 94566","For sale","533 Saint John St,","","","","","","","1,287","2","3","null","$749,000","Townhouse","1989","Forced air","Central","1 space","1,163 sqft","$2,950/mo","8","8","9","Central","Composition","null","null","$7,208"
"1572907536-1235","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/3121-Conti-Ct-Pleasanton-CA-94566/25087379_zpid/","Pleasanton, CA 94566","For sale","3121 Conti Ct,","2","https://www.zillow.com/pleasanton-ca/2_p/","","","","","6,847","7","8","$3,016,132","$3,129,000","Single Family","2000","Forced air","Central","4 spaces","0.71 acres","$9,101/mo","8","8","9","null","Shake/Shingle","null","null","$31,486"
"1572909003-1667","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/278-Birch-Creek-Dr-Pleasanton-CA-94566/24931192_zpid/","Pleasanton, CA 94566","For sale","278 Birch Creek Dr,","","","","","","","1,221","2","3","$699,777","$699,000","Townhouse","1986","Forced air","Central","1 space","1,154 sqft","$2,900/mo","8","8","9","null","Composition","null","null","$5,028"
"1572909297-1684","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/6826-Via-Quito-Pleasanton-CA-94566/25081090_zpid/","Pleasanton, CA 94566","For sale","6826 Via Quito,","","","","","","","1,489","4","2","$1,065,369","$1,050,000","Single Family","1975","Forced air","Central","Attached Garage","7,152 sqft","$3,550/mo","9","9","9","null","Composition","null","null","$9,603"
"1572908663-1572","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/15-Shore-Dr-Pleasanton-CA-94566/25076102_zpid/","Pleasanton, CA 94566","For sale","15 Shore Dr,","","","","","","","1,620","3","3","$949,953","$949,950","Single Family","1994","Other","Central","Off street","4,356 sqft","$3,500/mo","7","9","9","null","Tile","null","null","$4,218"
"1572908838-1626","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/2131-Rheem-Dr-Pleasanton-CA-94588/25083204_zpid/","Pleasanton, CA 94588","For sale","2131 Rheem Dr,","","","","","","","1,490","3","3","$857,242","$849,000","Townhouse","1986","Forced air","Central","Attached Garage","2,731 sqft","$3,290/mo","9","9","9","null","Composition","null","null","$3,222"
"1572908635-1563","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/4534-Eull-Ct-Pleasanton-CA-94566/25078491_zpid/","Pleasanton, CA 94566","For sale","4534 Eull Ct,","","","","","","","2,088","4","3","$1,311,093","$1,300,000","Single Family","1971","Forced air","Central","Attached Garage","10,280 sqft","$3,952/mo","7","9","9","null","Composition","null","null","$3,765"
"1572908151-1439","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/4275-Holland-Dr-Pleasanton-CA-94588/25068775_zpid/","Pleasanton, CA 94588","For sale","4275 Holland Dr,","2","https://www.zillow.com/pleasanton-ca/2_p/","","","","","1,747","4","2","$969,000","$969,000","Single Family","1971","Forced air","Central","Attached Garage","6,198 sqft","$3,500/mo","10","9","9","null","Stucco, Composition Shingles","Double Pane Windows","null","$6,598"
"1572908408-1486","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/5531-Baldwin-Way-Pleasanton-CA-94588/25071281_zpid/","Pleasanton, CA 94588","For sale","5531 Baldwin Way,","2","https://www.zillow.com/pleasanton-ca/2_p/","","","","","1,792","3","3","$839,359","$849,888","Townhouse","1990","Forced air","Central","Detached Garage","3,001 sqft","$3,340/mo","9","9","9","Central AC","Composition","null","Public Utilities","$5,374"
"1572907623-1262","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/1047-Harvest-Cir-Pleasanton-CA-94566/25082296_zpid/","Pleasanton, CA 94566","For sale","1047 Harvest Cir,","2","https://www.zillow.com/pleasanton-ca/2_p/","","","","","2,619","4","2","null","$1,338,338","Single Family","1978","Forced air","Central","2 spaces","8,276 sqft","$4,295/mo","9","9","9","null","Tile","null","null","$6,764"
"1572907177-1156","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/900-Sycamore-Rd-Pleasanton-CA-94566/64961123_zpid/","Pleasanton, CA 94566","For sale","900 Sycamore Rd,","","","3","https://www.zillow.com/pleasanton-ca/3_p/","","","6,770","6","7","null","$2,850,000","Single Family","2004","Forced air","Central","Attached Garage","0.93 acres","$8,215/mo","10","8","9","null","Tile","null","null","$32,584"
"1572908741-1597","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/1798-Paseo-Del-Cajon-Pleasanton-CA-94566/25080351_zpid/","Pleasanton, CA 94566","For sale","1798 Paseo Del Cajon,","","","","","","","1,886","3","3","$1,208,630","$1,199,000","Single Family","1969","Forced air","Central","2 spaces","6,699 sqft","$3,715/mo","9","9","9","null","Composition","null","null","$12,238"
"1572904005-744","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/3231-Vineyard-Ave-SPC-54-Pleasanton-CA-94566/2083294865_zpid/","Pleasanton, CA 94566","For sale","3231 Vineyard Ave SPC 54,","","","","","4","https://www.zillow.com/pleasanton-ca/4_p/","1,044","2","2","$274,965","$275,000","Mobile / Manufactured","No Data","No Data","No Data","No Data","$263","$2,753/mo","10","8","9","null","No","null","null","null"
"1572907227-1165","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/6183-Corte-Padre-Pleasanton-CA-94566/25082625_zpid/","null","null","null","","","3","https://www.zillow.com/pleasanton-ca/3_p/","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572907298-1181","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/1952-Via-Di-Salerno-Pleasanton-CA-94566/25087418_zpid/","Pleasanton, CA 94566","For sale","1952 Via Di Salerno,","","","3","https://www.zillow.com/pleasanton-ca/3_p/","","","4,672","4","5","$2,358,587","$2,449,000","Single Family","1999","Forced air","Central, Refrigeration","3 spaces","0.53 acres","$7,500/mo","8","8","8","null","Slate","null","null","$27,147"
"1572907604-1259","https://www.zillow.com/homes/Pleasanton-CA_rb/","","https://www.zillow.com/homedetails/1279-Lozano-Ct-Pleasanton-CA-94566/25087681_zpid/","Pleasanton, CA 94566","For sale","1279 Lozano Ct,","2","https://www.zillow.com/pleasanton-ca/2_p/","","","","","5,642","4","4","$2,604,153","$2,699,000","Single Family","2001","Forced air","Central","4 spaces","0.74 acres","$7,863/mo","8","8","9","null","Composition","null","null","$27,588"
