web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572920044-9940","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/135-Lindo-Ln-Morgan-Hill-CA-95037/19847463_zpid/","Morgan Hill, CA 95037","For sale","135 Lindo Ln,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","3,955","5","4","$1,270,011","$1,270,000","Single Family","2007","Forced air","Central","Single Family","7,209 sqft","$4,200/mo","2","4","7","{""targetDiv"":""gpt-ad-8500b606-1fbe-453e-a9f9-6c420f219193"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""135 Lindo Ln"",""bd"":""5"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19847463"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""4549035010683510889"",""sqftrange"":""3500-3999"",""price"":""1270000"",""sqft"":""3955"",""posting_url"":"""",""mlong"":""-121.659811"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.131451"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrtbypd0am4ww1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1270011"",""premieragent"":""no""}}","null","null","null","null"
"1572919278-9135","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082505546_zpid/","Morgan Hill, CA 95037","New construction","Lot #0087, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","4,057","4","5","None","$2,117,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-79c481a2-0f5e-4e50-a073-92516aecdea0"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 3MKKCN"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898923"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""4000-4499"",""price"":""2117995"",""sqft"":""4057"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Colline"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Santa_Clara"",""prange"":""2-2_499m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS272xca4dhfcq0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572919123-8969","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/0-Redwood-Retreat-Rd-Morgan-Hill-CA-95037/2082529555_zpid/","Morgan Hill, CA 95037","Lot/land","0 Redwood Retreat Rd,","","","","","","","","","6","https://www.zillow.com/morgan-hill-ca/6_p/","null","80 acres","null","None","$399,000","null","null","null","null","null","null","null","6","4","7","{""targetDiv"":""gpt-ad-8c2ddd6c-ef8b-4e09-a45d-50b44c39e9d7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""0 Redwood Retreat Rd"",""mlat"":""37.15817"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7uys2j3lxj080000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2082529555"",""lot"":""11"",""listtp"":""buy_agent"",""zguidh"":""-1192604991638055107"",""premieragent"":""no"",""price"":""399000"",""posting_url"":""http://www.BeckLandSales.com"",""mlong"":""-121.595113"",""state"":""CA"",""prange"":""350-399k""}}","null","null","null","null"
"1572919172-9021","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/0-S-Valley-Fwy-Morgan-Hill-CA-95037/2104256115_zpid/","Morgan Hill, CA 95037","Lot/land","0 S Valley Fwy,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","null","2.21 acres","null","None","$550,000","null","null","null","null","null","null","$2,850/mo","3","6","8","{""targetDiv"":""gpt-ad-e6af58ee-5f54-45c9-830d-44a95ffdb9d1"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""0 S Valley Fwy"",""mlat"":""37.1341"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISneh1nyb8c39t1000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2104256115"",""lot"":""7"",""listtp"":""buy_agent"",""zguidh"":""-3626769743405901205"",""premieragent"":""no"",""price"":""550000"",""posting_url"":"""",""mlong"":""-121.6501"",""state"":""CA"",""prange"":""500-599k""}}","null","null","null","null"
"1572919724-9649","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17554-Pickwick-Ln-Morgan-Hill-CA-95037/166731339_zpid/","Morgan Hill, CA 95037","For sale","17554 Pickwick Ln,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","2,222","4","4","null","$848,000","Condo","2015","Forced air","Central","Condo","$279/month","$3,700/mo","3","6","8","{""targetDiv"":""gpt-ad-d5589c2a-9a15-4b22-804e-d087e9bb7eee"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""17554 Pickwick Ln"",""bd"":""4"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""cnd"",""pid"":""166731339"",""lot"":""1"",""zestibuck"":""800-899k"",""listtp"":""buy_agent"",""zguidh"":""2531014045584869823"",""sqftrange"":""2000-2499"",""price"":""848000"",""oh"":""yes"",""sqft"":""2222"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/17554-pickwick-ln/pid_32463569/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.651845"",""state"":""CA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""95037"",""mlat"":""37.131759"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnqym4wmdo0vv1000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""844483"",""premieragent"":""no""}}","null","null","null","null"
"1572919162-9011","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/19221-Eagle-View-Dr-Morgan-Hill-CA-95037/300480181_zpid/","Morgan Hill, CA 95037","New construction","19221 Eagle View Dr,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","2,856","4","3","$1,393,622","$1,398,880","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-c51fccdc-6d72-4b09-9d67-591fc8cba631"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""19221 Eagle View Dr"",""bd"":""4"",""fsbid"":""11527"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""300480181"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""1398880"",""sqft"":""2856"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/morgan-hill/wisteria?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_wisteria"",""state"":""CA"",""mlong"":""-121.653916"",""cnty"":""Contra_Costa"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.160387"",""plid"":""11320519"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISn6fetnskr9lb0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1393622"",""premieragent"":""no"",""builderChatId"":""11527-814434"",""dma"":""37""}}","null","null","null","null"
"1572919521-9416","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/1921-W-Edmundson-Ave-Morgan-Hill-CA-95037/19850924_zpid/","Morgan Hill, CA 95037","Pre-foreclosure / auction","1921 W Edmundson Ave,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","2,530","4","3","$1,041,216","$1,041,216","Single Family","1975","Other","None","Single Family","1.33 acres","null","4","4","8","{""targetDiv"":""gpt-ad-9f078010-2f68-41ef-b8c9-6055f835149a"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1921 W Edmundson Ave"",""bd"":""4"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19850924"",""lot"":""6"",""zestibuck"":""1-1_499m"",""listtp"":""buy_foreclosure"",""zguidh"":""-1358482040223282783"",""sqftrange"":""2500-2999"",""price"":""1254478"",""sqft"":""2530"",""posting_url"":"""",""mlong"":""-121.672681"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.098966"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISq94fyil4lrvb0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1970-1979"",""zestimate"":""1254478"",""premieragent"":""no""}}","null","null","null","null"
"1572919568-9467","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/167-Del-Monte-Ln-Morgan-Hill-CA-95037/19847546_zpid/","Morgan Hill, CA 95037","For sale","167 Del Monte Ln,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","1,365","2","2","$602,209","$612,950","Condo","1986","Forced air","Central","Condo","$410/month","$2,990/mo","2","4","8","{""targetDiv"":""gpt-ad-c07ae13b-5560-4a50-98dc-95ee4a365cb7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""167 Del Monte Ln"",""bd"":""2"",""fsbid"":""16701"",""city"":""Morgan_Hill"",""proptp"":""cnd"",""pid"":""19847546"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-2196110190865497594"",""sqftrange"":""1000-1499"",""price"":""612950"",""sqft"":""1365"",""posting_url"":"""",""mlong"":""-121.662437"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""95037"",""mlat"":""37.134167"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3nmj8r3oy26v0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1980-1989"",""zestimate"":""602209"",""premieragent"":""no""}}","null","null","null","null"
"1572919150-8996","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/285-W-Main-Ave-Morgan-Hill-CA-95037/19847490_zpid/","Morgan Hill, CA 95037","For sale","285 W Main Ave,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","null","--","null","$1,741,536","$1,799,950","Multi Family","1920","Forced air","Central","Multi Family","$1,341","$3,650/mo","2","4","7","{""targetDiv"":""gpt-ad-d77576fe-5faa-47e9-aaba-aa208b0f1c09"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""285 W Main Ave"",""bd"":""0"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""mfh"",""pid"":""19847490"",""lot"":""3"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""1307463998462954156"",""sqftrange"":""1000-1499"",""price"":""1799950"",""sqft"":""1342"",""posting_url"":"""",""mlong"":""-121.6598"",""state"":""CA"",""park"":""yes"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.127787"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISqhe4rkps09gx1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1920-1939"",""zestimate"":""1741536"",""premieragent"":""no""}}","null","null","null","null"
"1572919479-9364","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082558690_zpid/","Morgan Hill, CA 95037","New construction","Lot #0063, Borello Ranch Estates,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","5,932","5","6","None","$2,497,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-7528863c-641c-478d-8318-9559858bb17b"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" NSJEF1"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""5"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898916"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""5000-5999"",""price"":""2497995"",""sqft"":""5932"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Tesoro?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=451907&nhf_listing_type=plan&utm_term=plan_Tesoro&utm_campaign=Morgan+Hill%2FCA"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Sonoma"",""prange"":""2-2_499m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmai3infmgijq0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572920225-10052","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/260-Oak-Grove-Ct-Morgan-Hill-CA-95037/19848429_zpid/","Morgan Hill, CA 95037","For sale","260 Oak Grove Ct,","","","","","","","","","","","2,165","4","3","$1,001,394","$1,000,000","Single Family","1994","Forced air","Central","Single Family","7,252 sqft","$3,800/mo","2","4","8","{""targetDiv"":""gpt-ad-cda01ec1-00ef-403f-b4c0-899d3a442506"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""260 Oak Grove Ct"",""bd"":""4"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19848429"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""4435631631234656342"",""sqftrange"":""2000-2499"",""price"":""1000000"",""sqft"":""2165"",""posting_url"":""http://www.GregHaas.com"",""mlong"":""-121.664346"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.133247"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvoibagc2gpt20000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1990-1999"",""zestimate"":""1001394"",""premieragent"":""no""}}","null","null","null","null"
"1572919787-9716","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/152-Walnut-Dr-152-Morgan-Hill-CA-95037/2113935937_zpid/","Morgan Hill, CA 95037","For sale","152 Walnut Dr # 152,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","1,716","3","2","$456,907","$459,500","Mobile / Manufactured","2004","Forced air","Central","Mobile / Manufactured","$268","$3,300/mo","2","8","null","{""targetDiv"":""gpt-ad-301e72d4-6512-4b9a-a565-354376372700"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 152"",""aamgnrc1"":""152 Walnut Dr"",""bd"":""3"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""mm"",""pid"":""2113935937"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""3033394925946931434"",""sqftrange"":""1500-1999"",""price"":""459500"",""sqft"":""1716"",""posting_url"":""http://www.realestateficks.com"",""mlong"":""-121.640768"",""state"":""CA"",""prange"":""450-499k"",""zip"":""95037"",""mlat"":""37.094033"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS76wqwal49y8t0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""2000-2009"",""zestimate"":""456907"",""premieragent"":""no""}}","null","null","null","null"
"1572919376-9251","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/2330-Rockwood-Ranch-Rd-Morgan-Hill-CA-95037/153549035_zpid/","Morgan Hill, CA 95037","Lot/land","2330 Rockwood Ranch Rd,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","null","2.36 acres","null","None","$620,000","null","null","null","null","null","null","$2,850/mo","4","4","8","{""targetDiv"":""gpt-ad-7de7513c-7290-4317-a7ff-003b263a0901"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""2330 Rockwood Ranch Rd"",""mlat"":""37.111845"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4comdk9nhft0000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""153549035"",""lot"":""7"",""listtp"":""buy_agent"",""zguidh"":""-2023966675035973613"",""premieragent"":""no"",""price"":""620000"",""posting_url"":""http://www.artgsanchez.com"",""mlong"":""-121.689599"",""state"":""CA"",""prange"":""600-699k""}}","null","null","null","null"
"1572919261-9121","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/1250-Condit-Rd-Morgan-Hill-CA-95037/2084557435_zpid/","Morgan Hill, CA 95037","Lot/land","1250 Condit Rd,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","null","3.67 acres","null","None","$1,230,000","null","null","null","null","null","null","$2,850/mo","6","6","7","{""targetDiv"":""gpt-ad-832cebc2-b4ab-4247-b069-98c6602d7cdc"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""1250 Condit Rd"",""mlat"":""37.136628"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISn2c5h4jnwos71000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2084557435"",""lot"":""7"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-6767792731538345924"",""premieragent"":""no"",""price"":""1230000"",""posting_url"":"""",""mlong"":""-121.632137"",""state"":""CA"",""prange"":""1-1_499m""}}","null","null","null","null"
"1572919825-9756","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/400-Chargin-Dr-Morgan-Hill-CA-95037/19848902_zpid/","Morgan Hill, CA 95037","For sale","400 Chargin Dr,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","2,886","4","3","$1,097,034","$1,098,000","Single Family","1982","Forced air","Central","Single Family","7,344 sqft","$3,800/mo","2","4","8","{""targetDiv"":""gpt-ad-b187ab82-415b-4b97-943c-56d977bff178"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""400 Chargin Dr"",""bd"":""4"",""fsbid"":""14311"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19848902"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-2108039100663722787"",""sqftrange"":""2500-2999"",""price"":""1098000"",""sqft"":""2886"",""posting_url"":""http://www.TerryHomeSales.com"",""mlong"":""-121.656339"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.120754"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7i9135cdbnnt1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1980-1989"",""zestimate"":""1097034"",""premieragent"":""no""}}","null","null","null","null"
"1572919465-9345","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082554174_zpid/","Morgan Hill, CA 95037","New construction","Lot #0109, Borello Ranch Estates,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","3,401","4","5","None","$1,837,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-70e81f1d-bfc9-4776-b25c-6eb5285b03a3"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" JQS0B"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898919"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""1837995"",""sqft"":""3401"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Bellina"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Santa_Clara"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS6idsuj0v7ehc1000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572920040-9937","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/16645-Oak-View-Cir-Morgan-Hill-CA-95037/19845690_zpid/","Morgan Hill, CA 95037","For sale","16645 Oak View Cir,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","5,100","5","6","$1,758,044","$1,798,000","Single Family","1975","Forced air","Central","Single Family","1.38 acres","$5,900/mo","6","7","null","{""targetDiv"":""gpt-ad-d2cd1cfc-0c1c-4efe-9a5b-fff446568ff5"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""16645 Oak View Cir"",""bd"":""5"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19845690"",""lot"":""6"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_agent"",""zguidh"":""1740600251894334443"",""sqftrange"":""5000-5999"",""price"":""1798000"",""sqft"":""5100"",""posting_url"":""http://www.DennisLunder.com"",""mlong"":""-121.596579"",""state"":""CA"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.139368"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3j7hp5hxrl1a1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1970-1979"",""zestimate"":""1758044"",""premieragent"":""no""}}","null","null","null","null"
"1572920108-9983","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/400-Via-Largo-Ct-Morgan-Hill-CA-95037/19849995_zpid/","Morgan Hill, CA 95037","For sale","400 Via Largo Ct,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","2,550","5","3","$1,050,315","$1,049,999","Single Family","1995","Forced air","Central","Single Family","7,457 sqft","$3,800/mo","7","4","8","{""targetDiv"":""gpt-ad-704d0a4f-e6d5-42a9-bdf8-f7ad62d4573a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""400 Via Largo Ct"",""bd"":""5"",""fsbid"":""14311"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19849995"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-6648614852637723563"",""sqftrange"":""2500-2999"",""price"":""1049999"",""sqft"":""2550"",""posting_url"":""http://www.robellisrealestate.com"",""mlong"":""-121.639744"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.103162"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr1y4khokguvu0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1990-1999"",""zestimate"":""1050315"",""premieragent"":""no""}}","null","null","null","null"
