web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572904127-783","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1405-Mauro-Pietro-Dr-Petaluma-CA-94954/300266928_zpid/","Petaluma, CA 94954","New construction","1405 Mauro Pietro Dr,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","1,818","3","3","$769,502","$769,500","Single Family","No Data","Forced air","Central","Single Family","3,312 sqft","null","8","6","8","Forced air","Yes","null","null","$2,157"
"1572909412-1712","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/15-Sapporo-Ct-Petaluma-CA-94954/15769263_zpid/","Petaluma, CA 94954","For sale","15 Sapporo Ct,","","","","","","","2,650","4","3","null","$939,000","Single Family","1998","Other","No Data","2 spaces","5,227 sqft","$3,400/mo","7","6","8","null","Composition","null","null","$9,802"
"1572908045-1403","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/73-Aloha-Ct-Petaluma-CA-94952/15793807_zpid/","Petaluma, CA 94952","Auction","73 Aloha Ct,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","null","4","null","null","$939,749","Single Family","1980","Forced air","Central","Detached Garage","1.99 acres","$3,500/mo","4","8","null","Central","Tile","null","null","$5,340"
"1572904299-852","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1405-Bill-Ct-Petaluma-CA-94954/300266862_zpid/","Petaluma, CA 94954","New construction","1405 Bill Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","2,402","4","3","$952,624","$956,500","Single Family","2019","Forced air","Central","Single Family","4,360 sqft","null","7","6","8","Forced air","Yes","null","null","$1,723"
"1572908228-1466","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/509-Noriel-Ln-Petaluma-CA-94954/51605022_zpid/","Petaluma, CA 94954","Pre-foreclosure / auction","509 Noriel Ln,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","null","4","null","$617,828","$617,828","Single Family","2000","Other","No Data","2 spaces","6,534 sqft","null","null","null","null","null","No","null","null","$8,130"
"1572904763-1003","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/7-Oak-Knoll-Ct-Petaluma-CA-94952/2085392998_zpid/","Petaluma, CA 94952","For sale","7 Oak Knoll Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","2,981","4","3.5","$1,538,526","$1,572,037","Single Family","2018","No Data","No Data","2 spaces","10,454 sqft","$5,238/mo","6","6","8","null","No","null","null","null"
"1572909288-1683","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/33-Fairview-Ter-Petaluma-CA-94952/15754669_zpid/","Petaluma, CA 94952","For sale","33 Fairview Ter,","","","","","","","1,622","3","3","null","$725,000","Single Family","1972","No Data","No Data","1 space","4,356 sqft","$3,100/mo","8","6","8","null","Composition","null","null","$7,438"
"1572907871-1351","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/117-Oakwood-Dr-Petaluma-CA-94954/119688412_zpid/","Petaluma, CA 94954","For sale","117 Oakwood Dr,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,100","2","2","null","$114,900","Mobile / Manufactured","1995","Other","No Data","No Data","$104","$2,254/mo","5","6","8","null","Composition","null","null","null"
"1572907346-1191","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/720-Keller-Ct-Petaluma-CA-94952/241873652_zpid/","Petaluma, CA 94952","For sale","720 Keller Ct,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,524","2","3","$1,252,700","$1,269,000","Single Family","2018","Radiant","No Data","No Data","2,178 sqft","$4,302/mo","6","6","8","null","Metal","null","null","$12,085"
"1572904405-886","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/0-Hopper-St-Petaluma-CA-94952/2082687846_zpid/","Petaluma, CA 94952","Lot/land","0 Hopper St,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","1.81 acres","null","None","$3,900,000","null","null","null","null","null","null","$2,245/mo","6","6","8","null","null","null","Cable Available, Phone Avail, Elec @ Lot Line, Gas @ Lot Line, Elec Avail","null"
