web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919361-9234","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3212-Windsor-Pl-Concord-CA-94518/18339848_zpid/","Concord, CA 94518","Pre-foreclosure","3212 Windsor Pl,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","3","null","$541,967","$541,967","Single Family","1953","No Data","No Data","Single Family","8,370 sqft","null","4","2","4","{""targetDiv"":""gpt-ad-a9576f97-df20-4af3-85f9-6ad0b6feefaf"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3212 Windsor Pl"",""bd"":""3"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18339848"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""979280468675068293"",""sqftrange"":""1000-1499"",""price"":""558729"",""sqft"":""1087"",""posting_url"":"""",""mlong"":""-122.022021"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94518"",""mlat"":""37.966905"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""hood"":""Clayton_Valley"",""yrblt"":""1940-1959"",""zestimate"":""558729"",""premieragent"":""no""}}","null","null","null","null"
"1572919558-9458","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3908-Beechwood-Dr-Concord-CA-94519/18347135_zpid/","Concord, CA 94519","Auction","3908 Beechwood Dr,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","null","$560,650","Single Family","1956","Other","No Data","Single Family","6,969 sqft","$2,700/mo","9","2","6","No Data","null","null","null","null"
"1572919353-9224","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1038-Bermuda-Dr-Concord-CA-94518/18387811_zpid/","Concord, CA 94518","Pre-foreclosure / auction","1038 Bermuda Dr,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","4","null","$931,342","$931,342","Single Family","1963","Forced air","No Data","Single Family","9,775 sqft","null","3","6","4","{""targetDiv"":""gpt-ad-1c49811a-d4e1-4ebb-b45b-4d6da9acbfa2"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1038 Bermuda Dr"",""bd"":""4"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18387811"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_foreclosure"",""zguidh"":""-4366912448017793211"",""sqftrange"":""3000-3499"",""price"":""960147"",""sqft"":""3101"",""posting_url"":"""",""mlong"":""-122.048231"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""94518"",""mlat"":""37.943998"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z900"",""hood"":""Four_Corners"",""yrblt"":""1960-1969"",""zestimate"":""960147"",""premieragent"":""no""}}","null","null","null","null"
"1572919409-9285","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1455-Latour-Ln-APT-7-Concord-CA-94521/18374163_zpid/","Concord, CA 94521","For sale","1455 Latour Ln APT 7,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","904","2","1","null","$324,500","Condo","1981","Forced air","Central","Condo","$450/month","$2,000/mo","8","5","6","No Data","null","null","null","null"
"1572920129-9997","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1823-Wildbrook-Ct-APT-D-Concord-CA-94521/18352422_zpid/","Concord, CA 94521","For sale","1823 Wildbrook Ct APT D,","","","","","","","","","","","1,468","3","2","$429,579","$425,000","Townhouse","1971","Forced air","Central","Townhouse","1,564 sqft","$2,500/mo","5","5","6","No Data","null","null","null","null"
"1572919662-9579","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1410-Bel-Air-Dr-APT-108-Concord-CA-94521/18374968_zpid/","Concord, CA 94521","For sale","1410 Bel Air Dr APT 108,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","695","1","1","null","$298,000","Condo","1991","Forced air","Central","Condo","$395/month","null","4","2","6","{""targetDiv"":""gpt-ad-962b3423-e4ae-4e6b-9dd0-41a089bcdd71"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 108"",""aamgnrc1"":""1410 Bel Air Dr"",""bd"":""1"",""fsbid"":""4383"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18374968"",""lot"":""1"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""zguidh"":""6810555111094095184"",""sqftrange"":""500-999"",""price"":""298000"",""sqft"":""695"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/concord/1410-bel-air-dr-108/pid_33421590/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.992936"",""state"":""CA"",""prange"":""250-299k"",""zip"":""94521"",""mlat"":""37.961257"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv4b4g7ajf7vb0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Clayton_Valley"",""yrblt"":""1990-1999"",""zestimate"":""299093"",""premieragent"":""no""}}","null","null","null","null"
"1572920139-10004","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1728-Sapling-Ct-APT-B-Concord-CA-94519/18347406_zpid/","Concord, CA 94519","For sale","1728 Sapling Ct APT B,","","","","","","","","","","","1,173","3","2","null","$415,000","Condo","1972","Forced air","Central","Condo","$345/month","$2,500/mo","3","2","6","No Data","null","null","null","null"
"1572919194-9043","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1391-Monument-Blvd-APT-13-Concord-CA-94520/18367139_zpid/","Concord, CA 94520","Pre-foreclosure","1391 Monument Blvd APT 13,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","2","null","$303,092","$303,092","Condo","1980","Forced air","Central","Condo","$358/month","null","1","1","4","{""targetDiv"":""gpt-ad-f1266a11-57cf-4d11-8eeb-d1fb12f7ebca"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 13"",""aamgnrc1"":""1391 Monument Blvd"",""bd"":""2"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18367139"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_foreclosure"",""zguidh"":""-7838842971975212766"",""sqftrange"":""500-999"",""price"":""312466"",""sqft"":""941"",""posting_url"":"""",""mlong"":""-122.047125"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k"",""zip"":""94520"",""mlat"":""37.95169"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z300"",""hood"":""Four_Corners"",""yrblt"":""1980-1989"",""zestimate"":""312466"",""premieragent"":""no""}}","null","null","null","null"
"1572919741-9665","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3368-Walnut-Ave-Concord-CA-94519/18346485_zpid/","Concord, CA 94519","For sale","3368 Walnut Ave,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","1,494","3","2","$718,249","$699,000","Single Family","1961","Forced air","Central","Single Family","10,001 sqft","null","4","2","6","{""targetDiv"":""gpt-ad-ee56cf73-2200-4fae-b4b3-23b0c10f05d7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3368 Walnut Ave"",""bd"":""3"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18346485"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""7359900958098073688"",""sqftrange"":""1000-1499"",""price"":""699000"",""sqft"":""1494"",""posting_url"":""http://www.savyagent.com"",""mlong"":""-122.015016"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94519"",""mlat"":""37.974354"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnqa8xd88zvjb0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Clayton_Valley"",""yrblt"":""1960-1969"",""zestimate"":""718249"",""premieragent"":""no""}}","null","null","null","null"
"1572919403-9280","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3522-Torino-Way-Concord-CA-94518/18376501_zpid/","Concord, CA 94518","Pre-foreclosure","3522 Torino Way,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","4","null","$771,105","$771,105","Single Family","1974","No Data","No Data","Single Family","6,720 sqft","null","5","1","4","No Data","null","null","null","null"
"1572919856-9784","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5137-Myrtle-Dr-Concord-CA-94521/18353773_zpid/","Concord, CA 94521","For sale","5137 Myrtle Dr,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","6,066","4","5","None","$2,599,000","Single Family","1980","Forced air","Central","Single Family","0.69 acres","null","5","5","6","No Data","null","null","null","null"
"1572919763-9690","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1133-Meadow-Ln-APT-15-Concord-CA-94520/18367011_zpid/","Concord, CA 94520","For sale","1133 Meadow Ln APT 15,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","null","2","null","$240,001","$240,000","Condo","1972","Wall","Wall","Condo","$406/month","$1,970/mo","1","1","4","No Data","null","null","null","null"
"1572919891-9821","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1891-Landana-Dr-APT-C-Concord-CA-94519/18347002_zpid/","Concord, CA 94519","For sale","1891 Landana Dr APT C,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","1,092","2","2","$350,707","$349,950","Townhouse","1970","Forced air","Central","Townhouse","1,014 sqft","null","9","2","6","No Data","null","null","null","null"
"1572919449-9327","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5118-Laurel-Dr-Concord-CA-94521/18353704_zpid/","Concord, CA 94521","Auction","5118 Laurel Dr,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","null","$645,792","Single Family","1962","Other","No Data","Single Family","0.48 acres","$3,045/mo","5","5","6","{""targetDiv"":""gpt-ad-8d5d0c04-6ffa-4528-8d96-2ddf824eebce"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5118 Laurel Dr"",""bd"":""3"",""fsbid"":""16886"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18353704"",""lot"":""3"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""-7040067610237534779"",""sqftrange"":""1000-1499"",""price"":""645792"",""sqft"":""1316"",""posting_url"":""http://www.auction.com/details/5118-laurel-dr-concord-ca-94521-2865760-e_900x/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-121.962341"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94521"",""mlat"":""37.964124"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z600"",""hood"":""Clayton_Valley"",""yrblt"":""1960-1969"",""zestimate"":""665420"",""premieragent"":""no""}}","null","null","null","null"
"1572920193-10038","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1061-Mohr-Ln-APT-C-Concord-CA-94518/18386942_zpid/","Concord, CA 94518","For sale","1061 Mohr Ln APT C,","","","","","","","","","","","880","2","2","$325,003","$325,000","Condo","1973","Forced air","Central","Condo","$355/month","null","3","1","4","{""targetDiv"":""gpt-ad-9a1a48a6-5a5b-49a1-b8cc-44fbafb8dfa0"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt C"",""aamgnrc1"":""1061 Mohr Ln"",""bd"":""2"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18386942"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""zguidh"":""-1978787158982133538"",""sqftrange"":""500-999"",""price"":""325000"",""sqft"":""880"",""posting_url"":"""",""mlong"":""-122.04608"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k"",""zip"":""94518"",""mlat"":""37.944743"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzjtfy6g672ww0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Four_Corners"",""yrblt"":""1970-1979"",""zestimate"":""325003"",""premieragent"":""no""}}","null","null","null","null"
"1572919330-9197","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1255-Detroit-Ave-APT-11-Concord-CA-94520/18367113_zpid/","Concord, CA 94520","Pre-foreclosure / auction","1255 Detroit Ave APT 11,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","2","null","$350,482","$350,482","Townhouse","1981","Forced air","Central","Townhouse","1,130 sqft","null","3","1","4","{""targetDiv"":""gpt-ad-95f2826c-6971-4402-9dfd-887b3a60a429"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 11"",""aamgnrc1"":""1255 Detroit Ave"",""bd"":""2"",""city"":""Concord"",""proptp"":""twn"",""pid"":""18367113"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""2021903737982888694"",""sqftrange"":""1000-1499"",""price"":""361322"",""sqft"":""1152"",""posting_url"":"""",""mlong"":""-122.037281"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94520"",""mlat"":""37.962878"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z300"",""hood"":""Four_Corners"",""yrblt"":""1980-1989"",""zestimate"":""361322"",""premieragent"":""no""}}","null","null","null","null"
"1572919466-9349","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1080-San-Miguel-Rd-TRLR-117-Concord-CA-94518/2082584109_zpid/","Concord, CA 94518","For sale","1080 San Miguel Rd TRLR 117,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","1,440","2","2","$181,699","$180,000","Mobile / Manufactured","No Data","Gas","Central","Mobile / Manufactured","$125","$2,800/mo","5","1","4","{""targetDiv"":""gpt-ad-d0453017-5f4b-41cb-89d7-1487c561b8c3"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Trlr 117"",""aamgnrc1"":""1080 San Miguel Rd"",""bd"":""2"",""fsbid"":""15263"",""city"":""Concord"",""proptp"":""mm"",""pid"":""2082584109"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""zguidh"":""343916395134086180"",""sqftrange"":""1000-1499"",""price"":""180000"",""sqft"":""1440"",""posting_url"":"""",""mlong"":""-122.028186"",""state"":""CA"",""prange"":""150-199k"",""zip"":""94518"",""mlat"":""37.962667"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr5tjjsk9b4190000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Four_Corners"",""zestimate"":""181699"",""premieragent"":""no""}}","null","null","null","null"
"1572920172-10026","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1680-Stanford-Ave-Concord-CA-94519/18346553_zpid/","Concord, CA 94519","For sale","1680 Stanford Ave,","","","","","","","","","","","800","2","1","$514,380","$499,000","Single Family","1942","Wall","No Data","Single Family","5,501 sqft","null","4","2","4","No Data","null","null","null","null"
"1572920098-9976","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/260-Medburn-St-Concord-CA-94520/18338856_zpid/","Concord, CA 94520","Auction","260 Medburn St,","","","","","","","","","","","null","4","null","null","$538,136","Single Family","1961","No Data","No Data","Single Family","10,018 sqft","$2,900/mo","3","6","4","{""targetDiv"":""gpt-ad-7f6f6df3-3f26-4731-926d-9f9d877c03d9"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""260 Medburn St"",""bd"":""4"",""fsbid"":""16886"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18338856"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""5281077516047677253"",""sqftrange"":""1500-1999"",""price"":""538136"",""sqft"":""1635"",""posting_url"":""http://www.auction.com/details/260-medburn-st-concord-ca-94520-2781991-e_13911/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-122.023693"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94520"",""mlat"":""38.022873"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf8n3lcoaz8pn0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Clyde"",""yrblt"":""1960-1969"",""zestimate"":""555182"",""premieragent"":""no""}}","null","null","null","null"
"1572919720-9643","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5450-Kirkwood-Dr-APT-C2-Concord-CA-94521/18356016_zpid/","Concord, CA 94521","For sale","5450 Kirkwood Dr APT C2,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","1,274","2","2","null","$439,000","Condo","1981","Forced air","Central","Condo","$450/month","null","5","8","6","No Data","null","null","null","null"
"1572920046-9941","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5379-Aspenwood-Ct-Concord-CA-94521/18362092_zpid/","Concord, CA 94521","For sale","5379 Aspenwood Ct,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","3,161","4","4","$995,009","$995,000","Single Family","1998","Forced air","Central","Single Family","8,241 sqft","$3,500/mo","7","5","10","No Data","null","null","null","null"
"1572919832-9765","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1955-Encima-Dr-Concord-CA-94519/18344125_zpid/","Concord, CA 94519","For sale","1955 Encima Dr,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","1,401","2","2","$616,288","$595,000","Single Family","1953","Forced air","Central","Single Family","7,701 sqft","null","4","2","4","{""targetDiv"":""gpt-ad-482d1727-e9f7-4b0e-aa1d-6fa00011c3cb"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1955 Encima Dr"",""bd"":""2"",""fsbid"":""13698"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18344125"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-8213048492831324286"",""sqftrange"":""1000-1499"",""price"":""595000"",""sqft"":""1401"",""posting_url"":"""",""mlong"":""-122.022024"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94519"",""mlat"":""37.982667"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjntpn9i7t6460000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Olivera"",""yrblt"":""1940-1959"",""zestimate"":""616288"",""premieragent"":""no""}}","null","null","null","null"
"1572919954-9875","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1598-Schenone-Ct-APT-B-Concord-CA-94521/18354389_zpid/","Concord, CA 94521","For sale","1598 Schenone Ct APT B,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","1,250","3","2","$424,890","$424,888","Townhouse","1972","Forced air","Central","Townhouse","1,611 sqft","null","5","5","10","{""targetDiv"":""gpt-ad-8696f0c5-9d28-4306-9ead-b83a897697cf"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt B"",""aamgnrc1"":""1598 Schenone Ct"",""bd"":""3"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""twn"",""pid"":""18354389"",""lot"":""1"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-6247767406592306371"",""sqftrange"":""1000-1499"",""price"":""424888"",""sqft"":""1250"",""posting_url"":"""",""mlong"":""-121.958587"",""state"":""CA"",""prange"":""400-449k"",""zip"":""94521"",""mlat"":""37.95503"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvkj9y4opdxes0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""hood"":""Clayton_Valley"",""yrblt"":""1970-1979"",""zestimate"":""424890"",""premieragent"":""no""}}","null","null","null","null"
"1572919835-9766","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5511-Roundtree-Dr-APT-D-Concord-CA-94521/18360160_zpid/","Concord, CA 94521","For sale","5511 Roundtree Dr APT D,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","925","2","1","$349,014","$349,000","Townhouse","1971","Forced air","Central","Townhouse","683 sqft","null","7","5","10","{""targetDiv"":""gpt-ad-c2119d7b-8fa2-40ad-a748-411a8d488f8c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt D"",""aamgnrc1"":""5511 Roundtree Dr"",""bd"":""2"",""fsbid"":""14311"",""city"":""Concord"",""proptp"":""twn"",""pid"":""18360160"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""zguidh"":""7258824172385160680"",""sqftrange"":""500-999"",""price"":""349000"",""sqft"":""925"",""posting_url"":"""",""mlong"":""-121.95936"",""state"":""CA"",""prange"":""300-349k"",""zip"":""94521"",""mlat"":""37.948217"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3jzmo2o56l6m0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Clayton_Valley"",""yrblt"":""1970-1979"",""zestimate"":""349014"",""premieragent"":""no""}}","null","null","null","null"
"1572919518-9412","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2137-N-6th-St-Concord-CA-94519/18343009_zpid/","Concord, CA 94519","Auction","2137 N 6th St,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","null","$550,964","Single Family","1953","No Data","Central","Single Family","6,969 sqft","null","NA","2","4","{""targetDiv"":""gpt-ad-020a9e53-c173-4f68-9a37-5078257224fc"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2137 N 6th St"",""bd"":""3"",""fsbid"":""16886"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18343009"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""stale"":""yes"",""zguidh"":""-8896192565532653489"",""sqftrange"":""1000-1499"",""price"":""550964"",""sqft"":""1115"",""posting_url"":""http://www.auction.com/details/2137n-6th-street-concord-ca-94519-2709147-e_13911/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-122.025239"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94519"",""mlat"":""37.988221"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvc1mly132if11000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Olivera"",""yrblt"":""1940-1959"",""zestimate"":""568204"",""premieragent"":""no""}}","null","null","null","null"
"1572919747-9670","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4081-Clayton-Rd-APT-209-Concord-CA-94521/18352247_zpid/","Concord, CA 94521","Pre-foreclosure","4081 Clayton Rd APT 209,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","889","2","1","$290,030","$290,030","Condo","1972","Forced air","Wall","Condo","$550/month","null","3","2","6","No Data","null","null","null","null"
"1572919273-9131","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2901-Avon-Ave-Concord-CA-94520/18340711_zpid/","Concord, CA 94520","Pre-foreclosure / auction","2901 Avon Ave,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","3","null","$431,358","$431,358","Single Family","1953","No Data","No Data","Single Family","4,680 sqft","null","3","2","4","No Data","null","null","null","null"
"1572919291-9149","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/2994-Knoll-Dr-Concord-CA-94520/18340532_zpid/","Concord, CA 94520","Pre-foreclosure","2994 Knoll Dr,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","4","null","$557,275","$557,275","Single Family","1943","Heat pump","Central","Single Family","6,300 sqft","null","3","2","4","{""targetDiv"":""gpt-ad-d06885fb-591c-4075-87d5-10c4b6ec0b1e"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2994 Knoll Dr"",""bd"":""4"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18340532"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-170183291639697070"",""sqftrange"":""1500-1999"",""price"":""574511"",""sqft"":""1702"",""posting_url"":"""",""mlong"":""-122.041736"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94520"",""mlat"":""37.993661"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""hood"":""Olivera"",""yrblt"":""1940-1959"",""zestimate"":""574511"",""premieragent"":""no""}}","null","null","null","null"
