web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href
"1572903402-3192","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/29-S-Lake-Dr-Antioch-CA-94509/18305586_zpid/","Antioch, CA 94509","For sale","29 S Lake Dr,","","","3","https://www.zillow.com/antioch-ca/3_p/","","","","","1,377","3","2","$444,902","$444,900","Single Family","1960","Forced air","Central","Single Family","7,278 sqft","$2,500/mo","2","1","3","{""targetDiv"":""gpt-ad-8fe376e3-6f7c-4a30-840f-1e7f4a1ea2f8"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""29 S Lake Dr"",""bd"":""3"",""fsbid"":""15463"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18305586"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""5594175306106567195"",""sqftrange"":""1000-1499"",""price"":""444900"",""sqft"":""1377"",""posting_url"":"""",""mlong"":""-121.792227"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94509"",""mlat"":""38.006463"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnqyyllbxlhdg0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1960-1969"",""zestimate"":""444902"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903427-3209","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/2005-San-Jose-Dr-UNIT-235-Antioch-CA-94509/72550152_zpid/","Antioch, CA 94509","For sale","2005 San Jose Dr UNIT 235,","","","3","https://www.zillow.com/antioch-ca/3_p/","","","","","878","2","1","$219,034","$219,000","Condo","1986","Forced air","Central","Condo","$410/month","$1,950/mo","2","3","3","{""targetDiv"":""gpt-ad-d8936014-ba95-4954-be15-090512fabd14"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 235"",""aamgnrc1"":""2005 San Jose Dr"",""bd"":""2"",""fsbid"":""14106"",""city"":""Antioch"",""proptp"":""cnd"",""pid"":""72550152"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""zguidh"":""-3832243074505824971"",""sqftrange"":""500-999"",""price"":""219000"",""sqft"":""878"",""posting_url"":"""",""mlong"":""-121.832207"",""state"":""CA"",""park"":""yes"",""prange"":""200-249k"",""zip"":""94509"",""mlat"":""38.000913"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrp4ealz07unk1000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""yrblt"":""1980-1989"",""zestimate"":""219034"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572902481-2595","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/0-Mayberry-Rd-Antioch-CA-94509/2088679336_zpid/","Antioch, CA 94509","Lot/land","0 Mayberry Rd,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","0.29 acres","null","None","$125,000","null","null","null","null","null","null","$1,900/mo","1","3","3","{""targetDiv"":""gpt-ad-4062d03c-04e3-43bd-ab63-b2ab89c97b59"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94509"",""aamgnrc1"":""0 Mayberry Rd"",""mlat"":""37.9963"",""bd"":""0"",""fsbid"":""15263"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrtr6vjgk43zf1000000000.jpg"",""zusr"":""true"",""city"":""Antioch"",""proptp"":""lot"",""pid"":""2088679336"",""lot"":""3"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-6184204584859914583"",""premieragent"":""no"",""price"":""125000"",""posting_url"":""http://www.schwellerteam.com"",""mlong"":""-121.8118"",""state"":""CA"",""prange"":""100-149k""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","NEXT","https://www.zillow.com/antioch-ca/7_p/","NEXT","https://www.zillow.com/antioch-ca/8_p/"
"1572903340-3142","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/1905-Strasbourg-Ln-35-Antioch-CA-94509/2086884300_zpid/","Antioch, CA 94509","For sale","1905 Strasbourg Ln # 35,","","","3","https://www.zillow.com/antioch-ca/3_p/","","","","","1,232","2","2","$140,043","$140,000","Mobile / Manufactured","No Data","Forced air","Central","Mobile / Manufactured","$114","$2,300/mo","2","1","3","{""targetDiv"":""gpt-ad-6ed20964-26f6-4676-a82d-b484a60aca5d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 35"",""aamgnrc1"":""1905 Strasbourg Ln"",""bd"":""2"",""fsbid"":""14106"",""city"":""Antioch"",""proptp"":""mm"",""pid"":""2086884300"",""zestibuck"":""100-149k"",""listtp"":""buy_agent"",""zguidh"":""3837681016149353180"",""sqftrange"":""1000-1499"",""price"":""140000"",""sqft"":""1232"",""posting_url"":"""",""mlong"":""-121.77718"",""state"":""CA"",""park"":""yes"",""prange"":""100-149k"",""zip"":""94509"",""mlat"":""38.003514"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISn6b3i83wuknb0000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""zestimate"":""140043"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572902741-2803","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/community/riverview-at-monterra/95454765_zpid/","Antioch, CA 94531","New construction","4540 Benton St,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","2,567","4","3","None","$608,990","Single Family","2019","No Data","No Data","Single Family","0.17 acres","null","2","1","5","{""targetDiv"":""gpt-ad-07be0a4d-4f76-4f10-af96-05ea7c7d485e"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" B4MPFK"",""aamgnrc1"":""Wild Horse Road & Goode St"",""bd"":""4"",""fsbid"":""13050"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""2083114329"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""608990"",""sqft"":""2567"",""posting_url"":""https://www.khov.com/find-new-homes/california/antioch/94531/k-hovnanian-homes/riverview-at-monterra?ref=ZLO"",""state"":""CA"",""mlong"":""-121.758981"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94531"",""mlat"":""37.983702"",""plid"":""10836865"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz3dc4v5k2haq0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""608998"",""premieragent"":""no"",""builderChatId"":""13050-813712"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","NEXT","https://www.zillow.com/antioch-ca/7_p/","",""
"1572903372-3168","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/1809-Paris-Ln-Antioch-CA-94509/18552644_zpid/","Antioch, CA 94509","For sale by owner","1809 Paris Ln,","","","3","https://www.zillow.com/antioch-ca/3_p/","","","","","1,418","2","2","$160,576","$178,888","Mobile / Manufactured","1989","Forced air","Central","Mobile / Manufactured","$126","null","2","1","3","{""targetDiv"":""gpt-ad-864f97e8-cf51-40f7-9f5d-9f7e7c710d79"",""slot"":""zillow/property_details/buy_owner/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1809 Paris Ln"",""bd"":""2"",""city"":""Antioch"",""proptp"":""mm"",""pid"":""18552644"",""zestibuck"":""150-199k"",""listtp"":""buy_owner"",""stale"":""yes"",""zguidh"":""-6897655496165376740"",""sqftrange"":""1000-1499"",""price"":""178888"",""sqft"":""1418"",""posting_url"":"""",""mlong"":""-121.77718"",""state"":""CA"",""park"":""yes"",""prange"":""150-199k"",""zip"":""94509"",""mlat"":""38.003514"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmel0x8jevwzd0000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""yrblt"":""1980-1989"",""zestimate"":""160576"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903283-3098","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/5126-Prewett-Ranch-Dr-Antioch-CA-94531/18304785_zpid/","Antioch, CA 94531","For sale","5126 Prewett Ranch Dr,","","","","","4","https://www.zillow.com/antioch-ca/4_p/","","","1,321","3","2","$475,134","$475,000","Single Family","1995","Forced air","Central","Single Family","5,227 sqft","$2,400/mo","4","3","5","{""targetDiv"":""gpt-ad-ac8e5b37-e238-4bd5-8fab-5f05f742756b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5126 Prewett Ranch Dr"",""bd"":""3"",""fsbid"":""13764"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18304785"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""-1336179396856058078"",""sqftrange"":""1000-1499"",""price"":""475000"",""sqft"":""1321"",""posting_url"":""http://www.homeresearch.com/Listing/Detail/150257?src=zillow"",""mlong"":""-121.766935"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94531"",""mlat"":""37.955924"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz31vi993mrca1000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1990-1999"",""zestimate"":""475134"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903497-3263","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/319-Nash-Ave-Antioch-CA-94509/68039948_zpid/","Antioch, CA 94509","For sale","319 Nash Ave,","2","https://www.zillow.com/antioch-ca/2_p/","","","","","","","2,196","3","3","$464,953","$464,950","Single Family","2005","Forced air","Central","Single Family","5,401 sqft","$2,550/mo","2","1","3","{""targetDiv"":""gpt-ad-3cc95e2a-c246-4e53-90fc-4491b85e77ee"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""319 Nash Ave"",""bd"":""3"",""fsbid"":""15263"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""68039948"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""2825590016463726307"",""sqftrange"":""2000-2499"",""price"":""464950"",""sqft"":""2196"",""posting_url"":""http://www.bobgunson.com"",""mlong"":""-121.798652"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94509"",""mlat"":""38.011079"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISblu6lq0poeza0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""2000-2009"",""zestimate"":""464953"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903333-3136","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/1809-Paris-Ln-81-Antioch-CA-94509/2082375621_zpid/","Antioch, CA 94509","For sale","1809 Paris Ln # 81,","","","3","https://www.zillow.com/antioch-ca/3_p/","","","","","1,440","2","2","$178,929","$178,888","Mobile / Manufactured","No Data","No Data","No Data","Mobile / Manufactured","$124","null","2","1","3","{""targetDiv"":""gpt-ad-87c4a6e5-ad98-4649-8bbc-ed8bc54352eb"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 81"",""zip"":""94509"",""aamgnrc1"":""1809 Paris Ln"",""mlat"":""38.003385"",""bd"":""2"",""fsbid"":""14106"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3zr70defblfh1000000000.jpg"",""zusr"":""true"",""city"":""Antioch"",""proptp"":""mm"",""pid"":""2082375621"",""price_band"":""z100"",""zestimate"":""178929"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""zguidh"":""-7985539463828896348"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""178888"",""sqft"":""1440"",""posting_url"":""http://EvaMarieFontanilla.Realtor"",""mlong"":""-121.777326"",""state"":""CA"",""prange"":""150-199k""}}","null","null","null","null","","","","","",""
"1572903430-3214","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/4100-Belle-Dr-Antioch-CA-94509/18315756_zpid/","Antioch, CA 94509","For sale","4100 Belle Dr,","","","3","https://www.zillow.com/antioch-ca/3_p/","","","","","1,409","3","2","$415,002","$415,000","Single Family","1960","Forced air","Other","Single Family","8,084 sqft","null","1","1","3","{""targetDiv"":""gpt-ad-f2082b76-634b-43c4-973d-9733aaba1942"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4100 Belle Dr"",""bd"":""3"",""fsbid"":""14106"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18315756"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-7452304666556444778"",""sqftrange"":""1000-1499"",""price"":""415000"",""sqft"":""1409"",""posting_url"":"""",""mlong"":""-121.846706"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94509"",""mlat"":""38.006073"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnywerpirfcx80000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1960-1969"",""zestimate"":""415002"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903634-3370","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/215-Putnam-St-Antioch-CA-94509/18311390_zpid/","Antioch, CA 94509","For sale","215 Putnam St,","2","https://www.zillow.com/antioch-ca/2_p/","","","","","","","1,010","2","1","$334,992","$334,888","Single Family","1953","Wall","None","Single Family","5,000 sqft","$2,000/mo","2","3","3","{""targetDiv"":""gpt-ad-919d8ed2-ad99-48e6-9252-98be98344660"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""215 Putnam St"",""bd"":""2"",""fsbid"":""15263"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18311390"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-4801661802724863586"",""sqftrange"":""1000-1499"",""price"":""334888"",""sqft"":""1010"",""posting_url"":""http://rick@realtorrick.biz"",""mlong"":""-121.808535"",""state"":""CA"",""prange"":""300-349k"",""zip"":""94509"",""mlat"":""37.993512"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7e640djmj8zk1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1940-1959"",""zestimate"":""334992"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572902902-2872","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/1752-Sanger-Peak-Way-Antioch-CA-94531/59398606_zpid/","Antioch, CA 94531","Pre-foreclosure","1752 Sanger Peak Way,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","6","null","$554,434","$554,434","Single Family","2002","No Data","No Data","Single Family","7,830 sqft","null","3","3","5","{""targetDiv"":""gpt-ad-6d3f04e7-cda3-4726-af86-1961b2e59673"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1752 Sanger Peak Way"",""bd"":""6"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""59398606"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-1191827715436748304"",""sqftrange"":""3000-3499"",""price"":""571582"",""sqft"":""3080"",""posting_url"":"""",""mlong"":""-121.788798"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.954847"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""571582"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","","","",""
"1572903861-3547","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/3301-Buchanan-Rd-UNIT-66-Antioch-CA-94509/2094196063_zpid/","Antioch, CA 94509","For sale","3301 Buchanan Rd UNIT 66,","","","","","","","","","850","2","1","$108,000","$108,000","Mobile / Manufactured","1971","No Data","No Data","Mobile / Manufactured","$127","$1,865/mo","1","1","3","No Data","null","null","null","null","","","","","",""
"1572903105-2953","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/2810-Daylily-Ct-Antioch-CA-94531/18296655_zpid/","Antioch, CA 94531","Pre-foreclosure","2810 Daylily Ct,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","5","null","$467,654","$467,654","Miscellaneous","1985","Other","No Data","Miscellaneous","null","null","2","1","5","No Data","null","null","null","null","","","","","",""
"1572903605-3348","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/5004-5004-Chaparral-Ct-Antioch-CA-94531/2082953371_zpid/","Antioch, CA 94531","For sale","5004 5004 Chaparral Ct,","2","https://www.zillow.com/antioch-ca/2_p/","","","","","","","2,380","4","3","$550,042","$550,000","Single Family","1992","No Data","Central","Single Family","9,090 sqft","$2,800/mo","4","3","5","{""targetDiv"":""gpt-ad-c8d9a537-9cb4-41d1-9c48-60849c891b43"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5004 5004 Chaparral Ct"",""bd"":""4"",""fsbid"":""15050"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""2082953371"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""2452020141385699640"",""sqftrange"":""2000-2499"",""price"":""550000"",""sqft"":""2380"",""posting_url"":"""",""mlong"":""-121.77257"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.962047"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjj2mn4sqkh9o1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1990-1999"",""zestimate"":""550042"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903515-3279","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/108-Diana-Way-Antioch-CA-94509/18552693_zpid/","Antioch, CA 94509","For sale","108 Diana Way,","2","https://www.zillow.com/antioch-ca/2_p/","","","","","","","1,242","2","2","$95,000","$95,000","Mobile / Manufactured","1981","No Data","Central","Mobile / Manufactured","$76","$2,325/mo","2","3","3","{""targetDiv"":""gpt-ad-92fcfd96-4f17-4d62-89f3-186694e65cc1"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94509"",""aamgnrc1"":""108 Diana Way"",""mlat"":""37.995496"",""bd"":""2"",""fsbid"":""14106"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISna27qfgqteco1000000000.jpg"",""zusr"":""true"",""city"":""Antioch"",""proptp"":""mm"",""pid"":""18552693"",""price_band"":""z0"",""yrblt"":""1980-1989"",""zestimate"":""95000"",""zestibuck"":""0-100k"",""listtp"":""buy_agent"",""zguidh"":""5880690448068751474"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""95000"",""sqft"":""1242"",""posting_url"":"""",""mlong"":""-121.844365"",""state"":""CA"",""prange"":""0-100k""}}","null","null","null","null","","","","","",""
"1572902969-2898","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/2432-Redwood-Dr-Antioch-CA-94509/18321155_zpid/","Antioch, CA 94509","Pre-foreclosure","2432 Redwood Dr,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","3","null","$368,512","$368,512","Single Family","1980","Forced air","Central","Single Family","2,399 sqft","null","2","3","3","{""targetDiv"":""gpt-ad-629c59a4-a333-4b84-8b2b-312d642381bb"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2432 Redwood Dr"",""bd"":""3"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18321155"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""-6770207536835887003"",""sqftrange"":""1000-1499"",""price"":""379910"",""sqft"":""1259"",""posting_url"":"""",""mlong"":""-121.844957"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94509"",""mlat"":""37.991624"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1980-1989"",""zestimate"":""379910"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903828-3525","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/5072-Mesa-Ridge-Dr-Antioch-CA-94531/18300897_zpid/","Antioch, CA 94531","For sale","5072 Mesa Ridge Dr,","","","","","","","","","2,179","5","3","$521,588","$515,000","Single Family","2000","Forced air","Central","Single Family","5,601 sqft","null","3","3","5","{""targetDiv"":""gpt-ad-51b4d088-36ae-4451-beff-cb9f2a505307"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5072 Mesa Ridge Dr"",""bd"":""5"",""fsbid"":""14106"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""18300897"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-7338574386745373628"",""sqftrange"":""2000-2499"",""price"":""515000"",""sqft"":""2179"",""posting_url"":"""",""mlong"":""-121.805183"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.959923"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjbwbxtbus01g0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""521588"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572902715-2792","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/community/riverview-at-monterra/95441728_zpid/","Antioch, CA 94531","New construction","4596 Goode St,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","2,567","4","3","None","$608,990","Single Family","2019","No Data","No Data","Single Family","0.28 acres","null","2","1","5","{""targetDiv"":""gpt-ad-4e9a3d02-8903-4259-a08e-760ad7d9970c"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" B4MPFK"",""aamgnrc1"":""Wild Horse Road & Goode St"",""bd"":""4"",""fsbid"":""13050"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""2083114329"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""608990"",""sqft"":""2567"",""posting_url"":""https://www.khov.com/find-new-homes/california/antioch/94531/k-hovnanian-homes/riverview-at-monterra?ref=ZLO"",""state"":""CA"",""mlong"":""-121.758981"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94531"",""mlat"":""37.983702"",""plid"":""10836865"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz3dc4v5k2haq0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""608998"",""premieragent"":""no"",""builderChatId"":""13050-813712"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/antioch-ca/6_p/","NEXT","https://www.zillow.com/antioch-ca/7_p/","",""
"1572903001-2911","https://www.zillow.com/homes/antioch-CA_rb/","","https://www.zillow.com/homedetails/5553-Sunview-Way-Antioch-CA-94531/68036078_zpid/","Antioch, CA 94531","Pre-foreclosure","5553 Sunview Way,","","","","","","","5","https://www.zillow.com/antioch-ca/5_p/","null","4","null","$509,634","$509,634","Single Family","2003","No Data","Central","Single Family","6,000 sqft","null","4","3","5","{""targetDiv"":""gpt-ad-199a1119-1019-4dbd-98fa-afafa884ffb8"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5553 Sunview Way"",""bd"":""4"",""city"":""Antioch"",""proptp"":""sfh"",""pid"":""68036078"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-8638772808216925398"",""sqftrange"":""2000-2499"",""price"":""525396"",""sqft"":""2466"",""posting_url"":"""",""mlong"":""-121.757899"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94531"",""mlat"":""37.954862"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""525396"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
